val_loss,created_at,train_loss,avg_val_loss,avg_val_metric,epoch,avg_train_loss
0.0449138805270195,2025-11-21 13:20:40.050443,,,,,
0.04092096909880638,2025-11-21 13:20:40.051688,,,,,
0.03850705549120903,2025-11-21 13:20:40.052746,,,,,
0.04924660176038742,2025-11-21 13:20:40.053725,,,,,
0.05365817993879318,2025-11-21 13:20:40.054704,,,,,
,2025-11-21 13:20:40.062000,0.05039053037762642,,,,
,2025-11-21 13:20:40.070180,0.0700703039765358,,,,
,2025-11-21 13:20:40.072308,0.02792644500732422,,,,
,2025-11-21 13:20:40.074275,0.020995764061808586,,,,
,2025-11-21 13:20:40.076218,0.009749497286975384,,,,
,2025-11-21 13:20:40.078480,0.02421618439257145,,,,
,2025-11-21 13:20:40.081231,0.013780409470200539,,,,
,2025-11-21 13:20:40.083391,0.011613181792199612,,,,
,2025-11-21 13:20:40.085549,0.010641011409461498,,,,
,2025-11-21 13:20:40.087687,0.010054560378193855,,,,
,2025-11-21 13:20:40.089841,0.008841965347528458,,,,
,2025-11-21 13:20:40.092897,0.00763310631737113,,,,
,2025-11-21 13:20:40.095263,0.00871136225759983,,,,
,2025-11-21 13:20:40.098121,0.00843252707272768,,,,
,2025-11-21 13:20:40.100283,0.00706110754981637,,,,
,2025-11-21 13:20:40.102436,0.008886534720659256,,,,
,2025-11-21 13:20:40.104667,0.008473359048366547,,,,
,2025-11-21 13:20:40.106752,0.00879532191902399,,,,
,2025-11-21 13:20:40.108852,0.008458476513624191,,,,
,2025-11-21 13:20:40.111597,0.007469343487173319,,,,
,2025-11-21 13:20:40.114119,0.007223900407552719,,,,
,2025-11-21 13:20:40.116322,0.0075799706391990185,,,,
,2025-11-21 13:20:40.118441,0.009073867462575436,,,,
,2025-11-21 13:20:40.120563,0.007282360456883907,,,,
,2025-11-21 13:20:40.122725,0.008455640636384487,,,,
,2025-11-21 13:20:40.124999,0.00645602960139513,,,,
,2025-11-21 13:20:40.127204,0.0064665586687624454,,,,
,2025-11-21 13:20:40.129554,0.007310031447559595,,,,
,2025-11-21 13:20:40.132451,0.006739224772900343,,,,
,2025-11-21 13:20:40.134700,0.008434715680778027,,,,
,2025-11-21 13:20:40.136928,0.00691184401512146,,,,
,2025-11-21 13:20:40.139132,0.0064794933423399925,,,,
,2025-11-21 13:20:40.141321,0.006536762695759535,,,,
,2025-11-21 13:20:40.143510,0.006390522699803114,,,,
,2025-11-21 13:20:40.145891,0.006050832569599152,,,,
,2025-11-21 13:20:40.148115,0.005731858778744936,,,,
,2025-11-21 13:20:40.150279,0.007329413201659918,,,,
,2025-11-21 13:20:40.152399,0.007169501390308142,,,,
,2025-11-21 13:20:40.154571,0.006384678650647402,,,,
,2025-11-21 13:20:40.156713,0.0059197270311415195,,,,
,2025-11-21 13:20:40.158842,0.006755189970135689,,,,
,2025-11-21 13:20:40.161636,0.005959998816251755,,,,
,2025-11-21 13:20:40.163917,0.006653210613876581,,,,
,2025-11-21 13:20:40.166192,0.005504843778908253,,,,
,2025-11-21 13:20:40.168347,0.00650434335693717,,,,
,2025-11-21 13:20:40.170509,0.0052761840634047985,,,,
,2025-11-21 13:20:40.172677,0.006099413614720106,,,,
,2025-11-21 13:20:40.174860,0.007488735020160675,,,,
,2025-11-21 13:20:40.177027,0.0050882636569440365,,,,
,2025-11-21 13:20:40.179229,0.004168696701526642,,,,
,2025-11-21 13:20:40.181744,0.0053244237788021564,,,,
,2025-11-21 13:20:40.183891,0.006092684809118509,,,,
,2025-11-21 13:20:40.186034,0.004927629604935646,,,,
,2025-11-21 13:20:40.188211,0.005878922063857317,,,,
,2025-11-21 13:20:40.190355,0.006193845998495817,,,,
,2025-11-21 13:20:40.192485,0.003926967270672321,,,,
,2025-11-21 13:20:40.195052,0.007148053031414747,,,,
,2025-11-21 13:20:40.198260,0.005014714784920216,,,,
,2025-11-21 13:20:40.200508,0.003945113159716129,,,,
,2025-11-21 13:20:40.202688,0.004366361070424318,,,,
,2025-11-21 13:20:40.204935,0.005521487444639206,,,,
,2025-11-21 13:20:40.207156,0.005225065629929304,,,,
,2025-11-21 13:20:40.209383,0.005575170740485191,,,,
,2025-11-21 13:20:40.211880,0.005365341901779175,,,,
,2025-11-21 13:20:40.214207,0.004629292991012335,,,,
,2025-11-21 13:20:40.216676,0.0049149515107274055,,,,
0.004133687820285559,2025-11-21 13:20:40.219244,,,,,
0.003972193691879511,2025-11-21 13:20:40.220313,,,,,
0.004268054850399494,2025-11-21 13:20:40.221370,,,,,
0.0074595920741558075,2025-11-21 13:20:40.222432,,,,,
