yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.92838275,0.94149774,0.104035206,0.10472688,0.17202213,0.23065412,480960,1.1202655,0.7365,1.1439432,0.73905236,0.25645545,-0.04838503,0.262114,-0.052660212,0.45451155,-0.110467285,0.55023754,-0.088929325
0.9281891,0.9412839,0.10387491,0.104607604,0.17136364,0.2300165,480961,1.1200719,0.73630637,1.1437293,0.7388385,0.25629514,-0.04854533,0.2619947,-0.05277949,0.45385307,-0.11112578,0.54959995,-0.089566946
0.9280038,0.9410673,0.103678316,0.10444659,0.17075017,0.22939658,480962,1.1198865,0.73612106,1.1435127,0.7386219,0.25609857,-0.04874192,0.26183367,-0.052940503,0.4532396,-0.11173925,0.54898,-0.090186864
0.92781615,0.9408654,0.103528604,0.10433318,0.17021625,0.22885285,480963,1.1196989,0.7359334,1.1433108,0.73842,0.25594884,-0.048891634,0.26172027,-0.053053916,0.45270568,-0.11227317,0.5484363,-0.09073059
0.9276252,0.9406626,0.10338836,0.10422378,0.16969359,0.22832417,480964,1.1195079,0.73574245,1.143108,0.73821723,0.2558086,-0.049031876,0.26161087,-0.053163312,0.452183,-0.11279583,0.5479076,-0.09125927
0.9274649,0.94048446,0.103238136,0.10410533,0.16913223,0.22774851,480965,1.1193476,0.7355822,1.1429299,0.7380391,0.2556584,-0.049182102,0.26149243,-0.05328176,0.45162165,-0.11335719,0.5473319,-0.09183493
0.92726505,0.94025934,0.103079386,0.10397896,0.16853352,0.227124,480966,1.1191478,0.7353823,1.1427047,0.73781395,0.25549963,-0.04934085,0.26136607,-0.05340813,0.45102292,-0.1139559,0.54670745,-0.09245944
0.9271176,0.9400884,0.102976665,0.10390143,0.16801107,0.22657336,480967,1.1190003,0.73523486,1.1425338,0.737643,0.2553969,-0.049443573,0.26128852,-0.05348566,0.4505005,-0.11447835,0.5461568,-0.09301008
0.9269253,0.9398963,0.10287374,0.10382052,0.1675448,0.22606687,480968,1.118808,0.7350426,1.1423417,0.7374509,0.25529397,-0.049546495,0.2612076,-0.053566575,0.4500342,-0.11494462,0.5456503,-0.09351657
0.9267598,0.93970686,0.10273709,0.10371317,0.16698356,0.2254828,480969,1.1186426,0.73487705,1.1421523,0.7372615,0.25515732,-0.049683146,0.26110026,-0.053673923,0.44947296,-0.11550586,0.54506624,-0.09410064
