yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.92836326,0.9156037,0.029967926,0.036627617,0.30487236,0.3540064,480960,1.1516733,0.7050532,1.117755,0.71345234,0.23765585,-0.17771998,0.24654235,-0.17328711,0.6066985,0.0030462146,0.7052742,0.0027385652
0.9284096,0.915566,0.029936055,0.036578704,0.3043568,0.35359913,480961,1.1517197,0.7050995,1.1177174,0.71341467,0.23762397,-0.17775185,0.24649343,-0.17333603,0.60618293,0.0025306642,0.704867,0.0023312867
0.92850447,0.91558766,0.029898506,0.03652527,0.30389524,0.3532336,480962,1.1518146,0.7051944,1.1177391,0.7134363,0.23758642,-0.1777894,0.24644,-0.17338946,0.60572135,0.0020690858,0.70450145,0.0019657612
0.92863244,0.91559976,0.029852225,0.03645806,0.30335924,0.35282087,480963,1.1519425,0.7053224,1.1177511,0.7134484,0.23754014,-0.17783569,0.24637279,-0.17345667,0.6051854,0.0015330911,0.7040887,0.0015530288
0.92881596,0.915717,0.029837394,0.036424927,0.30304912,0.352575,480964,1.1521261,0.7055059,1.1178684,0.71356565,0.23752531,-0.17785051,0.24633965,-0.17348981,0.60487527,0.0012229681,0.7038429,0.0013071597
0.92900664,0.9158131,0.029829085,0.036394633,0.30265388,0.3522615,480965,1.1523167,0.7056966,1.1179645,0.71366173,0.237517,-0.17785883,0.24630937,-0.17352009,0.60448,0.0008277297,0.70352936,0.000993669
0.9291632,0.9158921,0.029812464,0.036357503,0.30225492,0.35193697,480966,1.1524733,0.70585316,1.1180435,0.71374077,0.23750038,-0.17787544,0.24627224,-0.17355722,0.60408103,0.000428766,0.7032048,0.00066912174
0.9293561,0.91598755,0.029775862,0.036307752,0.30171728,0.35150596,480967,1.1526662,0.70604604,1.1181389,0.7138362,0.23746377,-0.17791206,0.24622248,-0.17360698,0.6035434,-0.000108867884,0.7027738,0.00023812056
0.92952156,0.9160583,0.029751353,0.03626389,0.30123264,0.3511058,480968,1.1528317,0.7062115,1.1182097,0.71390694,0.23743927,-0.17793655,0.24617863,-0.17365083,0.6030588,-0.00059351325,0.7023736,-0.00016203523
0.92963403,0.9160944,0.029724637,0.03621635,0.30075085,0.35071963,480969,1.1529441,0.706324,1.1182458,0.71394306,0.23741256,-0.17796327,0.24613108,-0.17369838,0.602577,-0.0010752976,0.7019875,-0.0005482137
0.9296875,0.9161094,0.029703494,0.036187842,0.3005242,0.35053736,480970,1.1529976,0.70637745,1.1182607,0.713958,0.23739141,-0.17798442,0.24610257,-0.17372689,0.60235035,-0.0013019443,0.70180523,-0.0007304847
0.929809,0.9161673,0.029656477,0.03612694,0.3002942,0.35036525,480971,1.1531191,0.7064989,1.1183187,0.71401596,0.23734438,-0.17803144,0.24604167,-0.17378779,0.60212034,-0.0015319586,0.7016331,-0.00090259314
0.93003714,0.9163207,0.02967152,0.036124945,0.3001342,0.35026395,480972,1.1533473,0.7067271,1.1184721,0.7141693,0.23735943,-0.1780164,0.24603967,-0.17378978,0.60196036,-0.0016919374,0.70153177,-0.0010038912
0.9301225,0.91633177,0.029645119,0.036085393,0.29999804,0.35017622,480973,1.1534326,0.70681244,1.1184832,0.7141804,0.23733303,-0.1780428,0.24600013,-0.17382933,0.60182416,-0.0018281043,0.70144403,-0.0010916293
0.93018556,0.9163619,0.029629026,0.03606078,0.29979426,0.35002214,480974,1.1534957,0.7068755,1.1185133,0.71421057,0.23731694,-0.17805889,0.24597551,-0.17385395,0.60162044,-0.0020318925,0.70129,-0.0012457073
0.9302839,0.9163588,0.029578747,0.03598242,0.29933998,0.34968075,480975,1.153594,0.70697385,1.1185102,0.7142075,0.23726666,-0.17810917,0.24589714,-0.17393231,0.6011661,-0.0024861693,0.7009486,-0.0015870929
0.93039227,0.91637796,0.029544458,0.03593435,0.29891655,0.34934756,480976,1.1537024,0.7070822,1.1185293,0.7142266,0.23723237,-0.17814346,0.24584907,-0.17398039,0.6007427,-0.0029096007,0.7006154,-0.0019202828
0.9304326,0.9163653,0.029483767,0.035854936,0.29873133,0.3492157,480977,1.1537427,0.70712256,1.1185167,0.71421397,0.23717168,-0.17820415,0.24576966,-0.1740598,0.60055745,-0.0030948222,0.70048356,-0.0020521581
0.9306487,0.91657186,0.02943149,0.035777945,0.29911685,0.34956458,480978,1.1539588,0.70733863,1.1187233,0.7144205,0.2371194,-0.17825642,0.24569267,-0.17413679,0.60094297,-0.0027092993,0.7008324,-0.0017032623
0.9309336,0.91681176,0.029360596,0.035682753,0.29949602,0.34992978,480979,1.1542437,0.70762354,1.1189631,0.7146604,0.2370485,-0.17832732,0.24559748,-0.17423198,0.6013222,-0.0023301244,0.7011976,-0.0013380647
0.9314238,0.91722906,0.029418448,0.035710625,0.30006897,0.35044524,480980,1.1547339,0.70811373,1.1193805,0.7150777,0.23710637,-0.17826946,0.24562535,-0.17420411,0.6018951,-0.0017571747,0.7017131,-0.0008226037
0.93140656,0.9171793,0.029377216,0.035659086,0.2996406,0.35007787,480981,1.1547166,0.7080965,1.1193306,0.7150279,0.23706514,-0.17831069,0.24557382,-0.17425564,0.6014668,-0.0021855533,0.7013457,-0.0011899769
0.9320396,0.91776085,0.029419921,0.035669077,0.30054268,0.35089108,480982,1.1553497,0.70872957,1.1199123,0.7156095,0.23710784,-0.17826799,0.2455838,-0.17424566,0.60236883,-0.0012834668,0.7021589,-0.00037676096
0.93226826,0.91793823,0.02936491,0.035591874,0.30051875,0.35088137,480983,1.1555784,0.7089582,1.1200897,0.7157869,0.23705283,-0.178323,0.2455066,-0.17432286,0.6023449,-0.0013073981,0.7021492,-0.00038647652
0.93327695,0.9188031,0.029570334,0.035760272,0.30147272,0.35177884,480984,1.156587,0.7099669,1.1209545,0.71665174,0.23725826,-0.17811757,0.245675,-0.17415446,0.6032989,-0.00035342574,0.7030467,0.0005109906
