yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.8404382,0.8196206,-0.025989028,-0.017714106,0.1944762,0.25043622,482400,1.0146301,0.66624635,1.0100116,0.62922966,0.23166609,-0.28364414,0.25394765,-0.28937587,0.55005836,-0.16110598,0.66619074,-0.16531828
0.84019864,0.81944937,-0.026102617,-0.017825333,0.19411963,0.25018433,482401,1.0143905,0.6660068,1.0098403,0.6290584,0.2315525,-0.28375775,0.25383642,-0.2894871,0.5497018,-0.16146255,0.66593885,-0.16557017
0.8399097,0.8192505,-0.026207067,-0.017914684,0.19384383,0.24998423,482402,1.0141015,0.66571784,1.0096414,0.6288596,0.23144805,-0.28386217,0.25374708,-0.28957644,0.549426,-0.16173835,0.6657387,-0.16577026
0.8395632,0.8190036,-0.026314186,-0.018012973,0.19354245,0.24975465,482403,1.0137551,0.66537136,1.0093945,0.62861264,0.23134093,-0.2839693,0.2536488,-0.28967473,0.5491246,-0.16203973,0.66550916,-0.16599984
0.8392643,0.8187975,-0.026409289,-0.018098114,0.19332072,0.24962232,482404,1.0134561,0.66507244,1.0091884,0.6284066,0.23124583,-0.2840644,0.25356364,-0.28975987,0.54890287,-0.16226146,0.6653768,-0.16613218
0.8390997,0.8186954,-0.026496897,-0.01817853,0.19304678,0.2494407,482405,1.0132916,0.6649079,1.0090864,0.6283045,0.23115821,-0.284152,0.25348324,-0.28984028,0.5486289,-0.1625354,0.6651952,-0.1663138
0.838946,0.8186109,-0.026556259,-0.01822834,0.19283468,0.24931908,482406,1.0131378,0.66475415,1.0090019,0.62821996,0.23109886,-0.28421137,0.2534334,-0.2898901,0.54841685,-0.1627475,0.6650736,-0.16643542
0.8387419,0.8184765,-0.026624043,-0.018286267,0.19263294,0.24919374,482407,1.0129337,0.66455007,1.0088674,0.62808555,0.23103108,-0.28427917,0.2533755,-0.28994802,0.54821515,-0.16294923,0.6649482,-0.16656075
0.8385584,0.81838167,-0.026690902,-0.01834717,0.192458,0.24910326,482408,1.0127503,0.66436654,1.0087726,0.6279907,0.23096421,-0.284346,0.25331458,-0.29000893,0.54804015,-0.16312417,0.66485775,-0.16665123
0.8384534,0.81833166,-0.026749136,-0.01839811,0.19224656,0.24899071,482409,1.0126452,0.6642616,1.0087225,0.6279407,0.23090598,-0.28440425,0.25326365,-0.29005986,0.54782873,-0.16333562,0.6647452,-0.16676378
0.8382522,0.8182072,-0.02679833,-0.018431488,0.19207838,0.24890395,482410,1.012444,0.66406035,1.0085981,0.62781626,0.23085678,-0.28445345,0.25323027,-0.29009324,0.5476606,-0.1635038,0.6646584,-0.16685055
0.8381478,0.8181709,-0.026795352,-0.01841783,0.19204614,0.24896744,482411,1.0123397,0.663956,1.0085618,0.62777996,0.23085976,-0.28445047,0.25324392,-0.2900796,0.5476283,-0.16353604,0.66472197,-0.16678706
0.8379424,0.818041,-0.026851838,-0.018465998,0.19182278,0.24883772,482412,1.0121343,0.6637506,1.0084319,0.6276501,0.23080328,-0.28450695,0.25319576,-0.29012775,0.54740494,-0.1637594,0.6645922,-0.16691677
0.83700264,0.8172578,-0.027369978,-0.018951168,0.19046155,0.24752259,482413,1.0111945,0.6628108,1.0076487,0.6268669,0.23028514,-0.2850251,0.25271058,-0.29061294,0.54604375,-0.16512063,0.6632771,-0.1682319
0.8370305,0.8173377,-0.027275594,-0.018850313,0.19064097,0.24779174,482414,1.0112224,0.66283864,1.0077286,0.62694675,0.23037952,-0.2849307,0.25281143,-0.29051208,0.54622316,-0.1649412,0.6635462,-0.16796276
0.8368536,0.8172345,-0.027302194,-0.018870855,0.19045094,0.24768618,482415,1.0110455,0.6626618,1.0076255,0.6268436,0.23035292,-0.28495732,0.2527909,-0.29053262,0.54603314,-0.16513124,0.6634407,-0.16806832
