yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.8844487,0.8789621,0.067724995,0.069582745,0.33129248,0.36604843,480960,1.240384,0.52851343,1.2054882,0.552436,0.2970224,-0.1615724,0.29451948,-0.155354,0.61470526,0.047879696,0.67322296,0.05887389
0.88454956,0.8790577,0.06782534,0.06967362,0.33140734,0.3661624,480961,1.2404848,0.5286143,1.2055838,0.5525316,0.29712275,-0.16147205,0.29461035,-0.15526313,0.6148201,0.047994554,0.6733369,0.058987856
0.8846471,0.8791274,0.06788614,0.06973799,0.33153102,0.3662886,480962,1.2405823,0.5287118,1.2056534,0.5526013,0.29718354,-0.16141126,0.29467472,-0.15519875,0.6149438,0.048118234,0.6734631,0.05911407
0.8846997,0.87916815,0.06793978,0.06979048,0.3315683,0.3663487,480963,1.2406349,0.5287645,1.2056942,0.55264205,0.2972372,-0.16135761,0.2947272,-0.15514626,0.61498106,0.048155516,0.67352325,0.05917418
0.8847469,0.8791799,0.06793021,0.069781646,0.33159354,0.36639035,480964,1.2406821,0.5288117,1.205706,0.5526538,0.29722762,-0.1613672,0.29471838,-0.15515509,0.6150063,0.04818076,0.6735649,0.059215814
0.8848009,0.87921244,0.068002045,0.069842756,0.33178303,0.36658397,480965,1.2407361,0.5288657,1.2057385,0.55268633,0.29729944,-0.16129535,0.29477948,-0.15509398,0.6151958,0.048370242,0.6737585,0.05940944
0.8848573,0.87924004,0.06803507,0.069871366,0.3319431,0.36675915,480966,1.2407925,0.5289221,1.2057662,0.55271393,0.29733247,-0.16126233,0.2948081,-0.15506537,0.61535585,0.04853031,0.6739337,0.059584618
0.88487095,0.8792298,0.068072416,0.06990135,0.3320032,0.3668377,480967,1.2408062,0.5289357,1.205756,0.5527037,0.2973698,-0.16122499,0.29483807,-0.15503539,0.615416,0.04859042,0.67401224,0.059663177
0.8849418,0.87927204,0.06806442,0.069903865,0.33198944,0.3668636,480968,1.240877,0.5290066,1.2057981,0.55274594,0.29736182,-0.16123298,0.2948406,-0.15503287,0.6154022,0.048576653,0.6740382,0.059689075
0.88499856,0.87933576,0.06813658,0.06997634,0.33201173,0.36686426,480969,1.2409338,0.52906334,1.2058618,0.55280966,0.29743397,-0.16116083,0.29491308,-0.1549604,0.6154245,0.048598945,0.67403877,0.05968973
0.88505375,0.8793973,0.06814657,0.06999107,0.33190432,0.36676013,480970,1.240989,0.52911854,1.2059233,0.55287117,0.297444,-0.16115083,0.2949278,-0.15494567,0.6153171,0.048491538,0.6739347,0.0595856
0.88484967,0.87921345,0.06815961,0.0699959,0.33179033,0.36664352,480971,1.2407849,0.52891445,1.2057395,0.55268735,0.297457,-0.16113779,0.29493263,-0.15494084,0.61520314,0.048377544,0.67381805,0.059468985
0.8846905,0.8791093,0.06812501,0.06997487,0.33151922,0.36639526,480972,1.2406257,0.5287553,1.2056354,0.5525832,0.2974224,-0.16117239,0.29491162,-0.15496187,0.614932,0.048106432,0.6735698,0.05922073
0.8845721,0.8790015,0.06840837,0.07021648,0.33168894,0.3665112,480973,1.2405074,0.5286368,1.2055275,0.5524754,0.29770577,-0.16088903,0.2951532,-0.15472026,0.6151017,0.048276156,0.6736857,0.059336662
0.88378876,0.87831414,0.06831549,0.070131384,0.3313445,0.366179,480974,1.239724,0.5278535,1.2048402,0.55178803,0.2976129,-0.16098191,0.29506811,-0.15480536,0.6147573,0.0479317,0.67335355,0.059004456
0.88404673,0.8784782,0.068568565,0.07035142,0.33193666,0.3667526,480975,1.239982,0.52811146,1.2050043,0.5519521,0.29786596,-0.16072884,0.29528815,-0.15458532,0.6153494,0.048523873,0.6739271,0.05957806
0.8842659,0.87872446,0.0685449,0.070341855,0.33176324,0.36661196,480976,1.2402011,0.5283307,1.2052505,0.55219835,0.2978423,-0.1607525,0.2952786,-0.15459488,0.615176,0.048350453,0.6737865,0.059437424
0.88415956,0.8784687,0.069051355,0.070786566,0.3330223,0.3676987,480977,1.2400948,0.52822435,1.2049948,0.5519426,0.29834875,-0.16024604,0.29572332,-0.15415017,0.61643505,0.049609512,0.67487323,0.060524166
0.8838997,0.8782858,0.06899066,0.07072683,0.33299848,0.36768666,480978,1.2398349,0.5279645,1.2048119,0.5517597,0.29828805,-0.16030674,0.29566357,-0.15420991,0.61641127,0.0495857,0.6748612,0.060512125
0.88477945,0.8789984,0.06938216,0.071077295,0.334337,0.36894017,480979,1.2407147,0.52884424,1.2055244,0.5524723,0.29867956,-0.15991524,0.29601404,-0.15385944,0.6177498,0.05092421,0.6761147,0.06176564
0.8841711,0.8785411,0.06936575,0.07104932,0.33423525,0.36883134,480980,1.2401063,0.5282359,1.2050672,0.552015,0.29866314,-0.15993166,0.29598606,-0.15388742,0.617648,0.050822467,0.67600584,0.061656803
