yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.90683573,0.866044,0.020341948,0.02826059,0.1854821,0.2867788,482400,1.0704464,0.7432251,1.0363686,0.6957194,0.23706593,-0.19638203,0.25553814,-0.19901696,0.51386654,-0.14290233,0.6636889,-0.09013128
0.9070606,0.8662338,0.020455435,0.028405916,0.18575571,0.28712708,482401,1.0706713,0.7434499,1.0365584,0.69590926,0.23717941,-0.19626854,0.25568345,-0.19887163,0.5141401,-0.14262871,0.66403717,-0.08978301
0.9072423,0.86636335,0.020563684,0.028530803,0.18599896,0.28742158,482402,1.070853,0.7436316,1.0366879,0.6960388,0.23728767,-0.19616029,0.25580835,-0.19874674,0.5143834,-0.14238547,0.6643317,-0.08948851
0.9073628,0.8664291,0.020656426,0.028653739,0.18617435,0.28766525,482403,1.0709735,0.7437521,1.0367537,0.6961045,0.2373804,-0.19606756,0.2559313,-0.1986238,0.5145588,-0.14221008,0.66457534,-0.08924484
0.9075048,0.86653763,0.020755226,0.028771129,0.18639848,0.28793997,482404,1.0711155,0.7438941,1.0368621,0.69621307,0.23747921,-0.19596875,0.25604868,-0.19850641,0.5147829,-0.14198595,0.66485006,-0.088970125
0.90785444,0.8668295,0.020899216,0.02893833,0.1867486,0.28837162,482405,1.0714651,0.74424374,1.0371541,0.69650495,0.2376232,-0.19582476,0.25621587,-0.19833922,0.515133,-0.14163584,0.6652817,-0.08853847
0.90805805,0.86697495,0.021010034,0.029078316,0.18702112,0.28869987,482406,1.0716687,0.74444735,1.0372995,0.6966504,0.23773402,-0.19571394,0.25635585,-0.19819923,0.51540554,-0.14136331,0.66560996,-0.088210225
0.9083212,0.8671736,0.021119926,0.029219225,0.18731563,0.2890583,482407,1.0719318,0.74471056,1.0374982,0.69684905,0.2378439,-0.19560406,0.2564968,-0.19805832,0.51570004,-0.1410688,0.6659684,-0.08785179
0.90853745,0.8673369,0.021244505,0.029367836,0.1876205,0.28942624,482408,1.0721481,0.7449268,1.0376616,0.69701236,0.23796849,-0.19547947,0.25664538,-0.19790971,0.5160049,-0.14076392,0.6663363,-0.08748385
0.90881956,0.86755097,0.021365182,0.029515216,0.18792887,0.28980213,482409,1.0724303,0.74520886,1.0378755,0.6972264,0.23808916,-0.1953588,0.25679275,-0.19776233,0.5163133,-0.14045556,0.6667122,-0.08710796
0.90900797,0.8677007,0.02147641,0.029648114,0.18821125,0.29014057,482410,1.0726186,0.7453973,1.0380253,0.69737613,0.2382004,-0.19524756,0.25692567,-0.19762944,0.51659566,-0.14017318,0.66705066,-0.08676952
0.90928394,0.86792576,0.021609103,0.029802889,0.18860474,0.29058596,482411,1.0728946,0.7456733,1.0382503,0.6976012,0.23833308,-0.19511488,0.25708044,-0.19747466,0.5169892,-0.13977969,0.6674961,-0.086324126
0.90946335,0.8680576,0.021699378,0.02991658,0.18881226,0.29083565,482412,1.073074,0.7458527,1.0383822,0.69773304,0.23842336,-0.1950246,0.25719413,-0.19736096,0.51719666,-0.13957217,0.6677457,-0.08607444
0.90888244,0.86747295,0.021536285,0.029813569,0.18808176,0.29016832,482413,1.0724931,0.7452718,1.0377975,0.6971484,0.23826027,-0.19518769,0.2570911,-0.19746397,0.5164662,-0.14030267,0.6670784,-0.086741775
0.90943277,0.86797094,0.021760898,0.030044138,0.18880504,0.29094374,482414,1.0730435,0.7458221,1.0382955,0.6976464,0.23848487,-0.19496308,0.2573217,-0.19723341,0.5171895,-0.13957939,0.66785383,-0.08596635
