yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
1.004392,0.9880372,0.03547628,0.042690177,0.3359006,0.38013148,480960,1.2448832,0.7639009,1.21902,0.75705445,0.23798606,-0.1670335,0.24790037,-0.16252002,0.6385753,0.033225924,0.73116344,0.029099524
1.0046055,0.9881279,0.03542947,0.042634852,0.3353716,0.3797431,480961,1.2450967,0.7641144,1.2191107,0.7571451,0.23793924,-0.16708031,0.24784505,-0.16257533,0.63804626,0.032696933,0.73077506,0.02871114
1.0047504,0.988187,0.03538456,0.042583205,0.33494216,0.3794192,480962,1.2452415,0.7642592,1.2191699,0.75720423,0.23789433,-0.16712523,0.2477934,-0.16262698,0.6376169,0.03226748,0.73045117,0.028387249
1.0049894,0.98832226,0.035352476,0.042539343,0.33459532,0.37916505,480963,1.2454805,0.76449823,1.219305,0.7573395,0.23786226,-0.16715729,0.24774954,-0.16267085,0.63727,0.03192064,0.730197,0.028133094
1.0052377,0.98848724,0.035335332,0.04251105,0.33434868,0.37900352,480964,1.2457289,0.76474655,1.21947,0.75750446,0.23784511,-0.16717444,0.24772124,-0.16269915,0.6370233,0.031673998,0.7300355,0.027971566
1.005472,0.9886324,0.035301145,0.042465504,0.33399037,0.37872106,480965,1.2459631,0.7649808,1.2196152,0.7576496,0.23781092,-0.16720863,0.2476757,-0.16274469,0.63666505,0.031315684,0.729753,0.0276891
1.005726,0.9888052,0.035258442,0.04242154,0.3336304,0.37846634,480966,1.2462171,0.7652348,1.219788,0.7578224,0.23776822,-0.16725133,0.24763173,-0.16278866,0.6363051,0.030955732,0.72949827,0.027434379
1.0059798,0.9889374,0.03520848,0.042357165,0.33315322,0.37809426,480967,1.2464709,0.7654886,1.2199202,0.7579546,0.23771825,-0.1673013,0.24756736,-0.16285303,0.6358279,0.030478537,0.7291262,0.027062297
1.0061827,0.98905087,0.035159465,0.042296056,0.33273906,0.37775967,480968,1.2466738,0.7656915,1.2200336,0.7580681,0.23766924,-0.1673503,0.24750625,-0.16291414,0.63541377,0.030064374,0.7287916,0.026727706
1.0064025,0.9891773,0.03511539,0.042241886,0.33228788,0.37741718,480969,1.2468936,0.76591134,1.22016,0.7581945,0.23762517,-0.16739438,0.24745208,-0.16296831,0.63496256,0.029613197,0.7284491,0.026385218
1.0064923,0.9892352,0.035104875,0.042229895,0.332107,0.3772795,480970,1.2469834,0.7660011,1.220218,0.75825244,0.23761465,-0.1674049,0.24744008,-0.1629803,0.6347817,0.029432327,0.7283114,0.026247531
1.0067202,0.9893971,0.035086468,0.042192556,0.3319444,0.37717077,480971,1.2472113,0.76622903,1.2203798,0.7584143,0.23759624,-0.16742331,0.24740276,-0.16301763,0.6346191,0.029269725,0.7282027,0.026138812
1.0069249,0.98955405,0.035077527,0.042184245,0.3318958,0.37716246,480972,1.247416,0.7664337,1.2205368,0.75857127,0.2375873,-0.16743225,0.24739444,-0.16302595,0.6345705,0.029221117,0.7281944,0.026130497
1.0070249,0.98961365,0.03506122,0.042160157,0.33179885,0.3771159,480973,1.247516,0.76653373,1.2205964,0.7586309,0.237571,-0.16744855,0.24737035,-0.16305004,0.63447356,0.02912417,0.72814786,0.026083946
1.0071622,0.9896985,0.03503924,0.042125657,0.33161637,0.37700248,480974,1.2476534,0.76667106,1.2206813,0.75871575,0.237549,-0.16747054,0.24733585,-0.16308454,0.63429105,0.02894169,0.72803444,0.025970519
1.0073109,0.98976445,0.034981284,0.04205003,0.33121413,0.37671039,480975,1.247802,0.7668197,1.2207472,0.7587817,0.23749106,-0.1675285,0.24726023,-0.16316016,0.63388884,0.028539449,0.7277423,0.025678426
1.0074565,0.9898366,0.034950256,0.04200859,0.3308003,0.37638584,480976,1.2479477,0.7669654,1.2208194,0.7588538,0.23746003,-0.16755952,0.24721879,-0.1632016,0.63347495,0.028125614,0.7274178,0.025353879
1.0075166,0.98983026,0.034907024,0.041958205,0.33040953,0.37609398,480977,1.2480078,0.7670255,1.220813,0.7588475,0.2374168,-0.16760275,0.24716839,-0.163252,0.6330842,0.027734846,0.72712594,0.025062025
1.0074487,0.9898289,0.034863584,0.041893728,0.3304493,0.3761134,480978,1.2479398,0.7669575,1.2208116,0.7588461,0.23737335,-0.1676462,0.24710393,-0.16331646,0.633124,0.027774632,0.7271454,0.025081456
