yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.9515884,0.9276863,-0.016681975,-0.010380016,0.23223928,0.30006558,480960,1.2011375,0.70203924,1.1651839,0.69018865,0.17771097,-0.2110749,0.18662629,-0.20738631,0.48732638,-0.022847831,0.57437706,0.025754124
0.95170474,0.92777777,-0.016731832,-0.010407153,0.23222801,0.3000943,480961,1.2012539,0.7021556,1.1652753,0.69028014,0.1776611,-0.21112476,0.18659915,-0.20741345,0.48731512,-0.022859097,0.5744058,0.025782853
0.9518119,0.92783743,-0.016758865,-0.010429767,0.2321948,0.30012065,480962,1.2013611,0.70226276,1.165335,0.6903398,0.17763408,-0.2111518,0.18657653,-0.20743607,0.48728192,-0.022892311,0.57443213,0.025809199
0.95196325,0.9279449,-0.016806724,-0.010455747,0.2321418,0.30013704,480963,1.2015123,0.70241416,1.1654425,0.6904473,0.17758621,-0.21119966,0.18655056,-0.20746204,0.4872289,-0.022945315,0.57444847,0.02582559
0.95207417,0.9280197,-0.01683607,-0.010476363,0.23221086,0.30024523,480964,1.2016233,0.702525,1.1655173,0.6905221,0.17755687,-0.211229,0.18652993,-0.20748267,0.48729795,-0.022876248,0.5745567,0.025933772
0.9522355,0.92815584,-0.016880877,-0.010510548,0.23226222,0.30033746,480965,1.2017846,0.7026864,1.1656535,0.6906582,0.17751205,-0.21127382,0.18649575,-0.20751685,0.48734933,-0.022824883,0.5746489,0.02602601
0.9523173,0.92821825,-0.016902756,-0.010522539,0.23225719,0.30036587,480966,1.2018664,0.7027682,1.1657159,0.6907206,0.17749017,-0.2112957,0.18648376,-0.20752884,0.4873443,-0.02282992,0.57467735,0.026054412
0.952449,0.92831635,-0.01693978,-0.01055441,0.23207733,0.3002531,480967,1.2019981,0.70289993,1.1658139,0.6908187,0.17745316,-0.21133271,0.1864519,-0.2075607,0.48716444,-0.023009777,0.5745646,0.02594164
0.9525893,0.92842865,-0.016975226,-0.010587437,0.23208639,0.30029353,480968,1.2021384,0.7030401,1.1659262,0.690931,0.17741771,-0.21136816,0.18641886,-0.20759374,0.4871735,-0.023000717,0.574605,0.025982082
0.9526957,0.9285028,-0.016991004,-0.010594905,0.23209131,0.3003157,480969,1.2022449,0.7031466,1.1660004,0.6910052,0.17740193,-0.21138394,0.1864114,-0.2076012,0.48717842,-0.0229958,0.57462716,0.026004255
0.952782,0.92857504,-0.017032867,-0.010625724,0.23204629,0.30031615,480970,1.2023311,0.7032329,1.1660726,0.6910774,0.17736007,-0.2114258,0.18638058,-0.20763202,0.48713338,-0.023040816,0.57462764,0.026004702
0.95300484,0.92873657,-0.017041598,-0.010623936,0.23222496,0.30052957,480971,1.202554,0.7034557,1.1662343,0.69123894,0.17735134,-0.21143453,0.18638237,-0.20763023,0.48731208,-0.022862151,0.574841,0.026218116
0.9531652,0.9288826,-0.017076833,-0.010652651,0.23227642,0.30060923,480972,1.2027143,0.703616,1.1663802,0.691385,0.1773161,-0.21146977,0.18635365,-0.20765895,0.48736352,-0.022810683,0.57492065,0.026297778
0.95326996,0.9289659,-0.017096609,-0.010668849,0.23240253,0.30076516,480973,1.2028191,0.7037208,1.1664636,0.6914683,0.17729633,-0.21148954,0.18633746,-0.20767514,0.48748964,-0.022684574,0.5750766,0.026453704
0.95340693,0.9290581,-0.017107653,-0.010674318,0.23239379,0.30080166,480974,1.2029561,0.7038578,1.1665556,0.69156045,0.17728528,-0.21150059,0.18633199,-0.20768061,0.48748088,-0.022693321,0.5751131,0.026490211
0.9535313,0.9291511,-0.017141206,-0.010696197,0.23233806,0.3008069,480975,1.2030804,0.70398223,1.1666487,0.6916535,0.17725173,-0.21153414,0.1863101,-0.2077025,0.48742515,-0.022749051,0.57511836,0.026495457
0.95364076,0.9292142,-0.017179389,-0.010727647,0.23242646,0.3009282,480976,1.2031898,0.70409167,1.1667118,0.69171655,0.17721355,-0.21157232,0.18627866,-0.20773394,0.48751357,-0.022660643,0.57523966,0.026616752
0.953722,0.92927617,-0.017196007,-0.010736693,0.23243028,0.3009624,480977,1.2032712,0.70417285,1.1667738,0.69177854,0.17719692,-0.21158895,0.18626961,-0.20774299,0.4875174,-0.022656828,0.5752739,0.026650935
0.9544881,0.9300861,-0.017093243,-0.010639608,0.2337111,0.30217895,480978,1.2040372,0.704939,1.1675837,0.69258845,0.1772997,-0.21148618,0.18636669,-0.20764591,0.4887982,-0.021376014,0.5764904,0.027867496
0.954889,0.930478,-0.01704875,-0.010589436,0.23438674,0.30284542,480979,1.2044381,0.7053399,1.1679757,0.69298035,0.17734419,-0.21144168,0.18641686,-0.20759574,0.48947385,-0.020700365,0.5771569,0.028533965
0.95536596,0.9309721,-0.016991004,-0.010522644,0.23530881,0.30371243,480980,1.204915,0.70581686,1.1684697,0.6934745,0.17740193,-0.21138394,0.18648365,-0.20752895,0.4903959,-0.019778296,0.5780239,0.029400975
0.9552683,0.93082047,-0.017031604,-0.01055767,0.23518893,0.30363035,480981,1.2048174,0.70571923,1.168318,0.69332284,0.17736132,-0.21142454,0.18644863,-0.20756397,0.49027604,-0.019898176,0.5779418,0.029318899
0.9558589,0.9314509,-0.016931785,-0.010454906,0.23622791,0.3046133,480982,1.205408,0.7063098,1.1689485,0.6939533,0.17746115,-0.21132472,0.18655139,-0.20746121,0.491315,-0.018859193,0.5789248,0.03030184
0.9560504,0.93163097,-0.016927369,-0.010447017,0.23635314,0.30476058,480983,1.2055995,0.70650125,1.1691287,0.69413334,0.17746556,-0.21132031,0.18655929,-0.20745331,0.49144024,-0.018733963,0.579072,0.030449122
0.95689195,0.9325255,-0.016769804,-0.0102974465,0.23796365,0.30625185,480984,1.206441,0.70734286,1.1700232,0.6950279,0.17762312,-0.21116275,0.18670885,-0.20730375,0.49305075,-0.01712346,0.5805633,0.0319404
0.9569741,0.9325969,-0.016801149,-0.010323006,0.23815411,0.30643916,480985,1.2065232,0.707425,1.1700945,0.6950993,0.17759179,-0.21119408,0.1866833,-0.2073293,0.49324122,-0.016932994,0.5807506,0.03212771
