yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.8733171,0.84407294,0.006066576,0.015470618,0.19121686,0.2634241,482400,0.9918158,0.75481844,0.99492043,0.69322544,0.20689984,-0.19476669,0.22794944,-0.19700819,0.53258985,-0.15015614,0.6588615,-0.13201332
0.8730236,0.8437847,0.006100571,0.015529982,0.19130023,0.2636645,482401,0.9915223,0.75452495,0.9946322,0.6929372,0.20693383,-0.1947327,0.22800879,-0.19694884,0.53267324,-0.15007277,0.65910196,-0.1317729
0.8727478,0.84351534,0.006148328,0.015596739,0.19139726,0.26390743,482402,0.99124646,0.7542491,0.99436283,0.69266784,0.20698158,-0.19468494,0.22807555,-0.19688208,0.5327703,-0.14997573,0.65934485,-0.13152999
0.87251157,0.843282,0.0061987555,0.015666988,0.19152938,0.26416683,482403,0.99101025,0.7540129,0.9941295,0.6924345,0.20703201,-0.19463451,0.22814581,-0.19681183,0.53290236,-0.14984362,0.65960425,-0.13127059
0.87226063,0.8430392,0.006254113,0.015744735,0.19169798,0.2644808,482404,0.9907593,0.75376195,0.9938867,0.6921917,0.20708737,-0.19457915,0.22822355,-0.19673409,0.533071,-0.14967501,0.6599182,-0.13095662
0.8721698,0.8429372,0.0063287783,0.015838709,0.19193107,0.26486665,482405,0.9906685,0.7536711,0.99378467,0.6920897,0.20716204,-0.19450448,0.22831753,-0.1966401,0.5333041,-0.14944193,0.66030407,-0.13057077
0.87199783,0.84276664,0.0064014923,0.015928471,0.19212088,0.26520932,482406,0.9904965,0.75349915,0.99361414,0.69191915,0.20723476,-0.19443177,0.2284073,-0.19655034,0.5334939,-0.14925212,0.66064674,-0.1302281
0.87180114,0.84258294,0.0064692763,0.016023882,0.19234763,0.2655882,482407,0.9902998,0.75330245,0.99343044,0.69173545,0.20730254,-0.19436398,0.22850269,-0.19645494,0.5337206,-0.14902537,0.66102564,-0.12984923
0.8716136,0.84239763,0.006543634,0.016122889,0.19255252,0.2659275,482408,0.9901123,0.75311494,0.9932451,0.69155014,0.2073769,-0.19428962,0.22860171,-0.19635592,0.53392553,-0.14882047,0.6613649,-0.12950993
0.8714442,0.84224194,0.006607618,0.016205462,0.19278648,0.26630613,482409,0.9899429,0.75294554,0.99308944,0.69139445,0.20744088,-0.19422564,0.22868428,-0.19627336,0.5341595,-0.14858651,0.6617435,-0.12913129
