yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.7995898,0.82725585,0.090877265,0.09631462,0.18908685,0.22287178,480960,0.98868287,0.61049676,1.0349747,0.619537,0.24585292,-0.06409839,0.25834507,-0.06571583,0.4458842,-0.06771049,0.51524127,-0.069497675
0.7994251,0.82704896,0.090720974,0.09616707,0.18889661,0.22270164,480961,0.9885182,0.6103321,1.0347679,0.61933005,0.24569663,-0.06425468,0.25819752,-0.06586337,0.44569397,-0.06790073,0.5150711,-0.069667816
0.7992326,0.82682073,0.09065733,0.09611597,0.18879062,0.22260821,480962,0.98832566,0.61013955,1.0345396,0.6191019,0.24563298,-0.06431832,0.2581464,-0.065914474,0.44558796,-0.068006724,0.5149777,-0.06976125
0.7990638,0.8266195,0.090546384,0.09601253,0.1886797,0.22250888,480963,0.98815686,0.60997075,1.0343384,0.61890066,0.24552204,-0.06442927,0.258043,-0.06601791,0.44547704,-0.06811765,0.51487833,-0.06986058
0.7989331,0.82645357,0.09045796,0.095933564,0.18856037,0.22240266,480964,0.98802614,0.60984004,1.0341724,0.6187347,0.24543361,-0.06451769,0.25796402,-0.06609688,0.4453577,-0.06823698,0.5147721,-0.06996679
0.7987188,0.82620513,0.09031792,0.09581398,0.18845306,0.22231011,480965,0.98781186,0.60962576,1.033924,0.6184863,0.24529357,-0.06465773,0.25784442,-0.06621646,0.4452504,-0.06834428,0.51467955,-0.070059344
0.7985374,0.8259913,0.09031905,0.095816866,0.18849175,0.22237523,480966,0.9876304,0.6094443,1.0337101,0.6182724,0.2452947,-0.0646566,0.2578473,-0.06621358,0.44528908,-0.0683056,0.5147447,-0.069994226
0.7983686,0.8257949,0.090223424,0.0957307,0.18844847,0.22235437,480967,0.9874616,0.6092755,1.0335138,0.61807597,0.24519908,-0.06475223,0.25776115,-0.066299744,0.4452458,-0.06834887,0.51472384,-0.07001509
0.7981679,0.82555264,0.09013572,0.09564988,0.18834488,0.22226967,480968,0.98726094,0.60907483,1.0332716,0.61783373,0.24511138,-0.06483993,0.25768033,-0.06638056,0.4451422,-0.06845246,0.51463914,-0.070099786
0.7979025,0.82527095,0.08999691,0.09552177,0.18824501,0.22220226,480969,0.9869956,0.6088095,1.0329899,0.61755204,0.24497256,-0.06497874,0.2575522,-0.06650867,0.44504237,-0.06855233,0.5145717,-0.0701672
