yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.9232698,0.90055585,-0.018186746,0.0035567088,0.10874166,0.20507239,482400,1.0792909,0.76724875,1.0662847,0.734827,0.20897512,-0.24534862,0.2450091,-0.23789567,0.48643798,-0.26895463,0.62756175,-0.21741696
0.92313796,0.90044296,-0.018125022,0.003632812,0.10879149,0.20520844,482401,1.079159,0.7671169,1.0661718,0.7347141,0.20903684,-0.2452869,0.2450852,-0.23781957,0.4864878,-0.2689048,0.62769777,-0.21728091
0.92299306,0.9002943,-0.018096779,0.003680261,0.10879805,0.20529477,482402,1.0790142,0.766972,1.0660231,0.73456544,0.2090651,-0.24525864,0.24513264,-0.23777212,0.48649436,-0.26889825,0.62778413,-0.21719457
0.922876,0.9001758,-0.018041113,0.0037556454,0.108856514,0.20544656,482403,1.0788971,0.76685494,1.0659046,0.73444694,0.20912075,-0.24520299,0.24520802,-0.23769674,0.48655283,-0.26883978,0.6279359,-0.21704279
0.92279404,0.90010643,-0.017989762,0.0038169592,0.10889935,0.2055779,482404,1.0788151,0.766773,1.0658352,0.73437756,0.2091721,-0.24515164,0.24526934,-0.23763542,0.48659566,-0.26879695,0.62806726,-0.21691145
0.9227825,0.90008545,-0.017914994,0.0039022032,0.10902359,0.20578137,482405,1.0788035,0.7667614,1.0658143,0.7343566,0.20924687,-0.24507686,0.24535458,-0.23755018,0.4867199,-0.2686727,0.62827075,-0.21670797
0.92270786,0.9000134,-0.017857993,0.003984982,0.109079435,0.20594834,482406,1.0787289,0.7666868,1.0657423,0.7342845,0.20930387,-0.24501987,0.24543737,-0.2374674,0.48677576,-0.26861686,0.6284377,-0.216541
0.92255235,0.89986223,-0.01780736,0.004041469,0.10911528,0.20603193,482407,1.0785735,0.7665313,1.0655911,0.73413336,0.2093545,-0.24496923,0.24549384,-0.23741092,0.48681158,-0.26858103,0.62852126,-0.21645741
0.9224407,0.899756,-0.017736906,0.004117367,0.1091933,0.20618351,482408,1.0784618,0.76641965,1.0654849,0.73402715,0.20942496,-0.24489878,0.24556975,-0.23733501,0.4868896,-0.268503,0.62867284,-0.21630584
0.9223941,0.89970416,-0.01766943,0.004201378,0.10927515,0.20637156,482409,1.0784152,0.76637304,1.065433,0.7339753,0.20949244,-0.2448313,0.24565376,-0.237251,0.48697144,-0.26842117,0.6288609,-0.21611778
0.9223464,0.8996475,-0.01759764,0.004284363,0.10939579,0.20656793,482410,1.0783675,0.76632535,1.0653763,0.7339186,0.20956422,-0.24475951,0.24573675,-0.23716801,0.48709208,-0.26830053,0.6290573,-0.21592142
0.9223161,0.8996016,-0.017497402,0.004380904,0.109559044,0.20680048,482411,1.0783372,0.766295,1.0653304,0.7338727,0.20966446,-0.24465927,0.24583328,-0.23707148,0.48725533,-0.26813728,0.6292898,-0.21568887
0.92223066,0.8995255,-0.017431363,0.004462553,0.10964963,0.2069704,482412,1.0782517,0.7662096,1.0652543,0.73379666,0.2097305,-0.24459323,0.24591494,-0.23698983,0.48734593,-0.26804668,0.62945974,-0.21551895
0.92198426,0.89932555,-0.017460017,0.004451667,0.10955325,0.20694067,482413,1.0780053,0.7659632,1.0650544,0.7335967,0.20970185,-0.24462189,0.24590404,-0.23700072,0.48724955,-0.26814306,0.62943,-0.21554868
0.92213637,0.8994231,-0.017312227,0.0045999708,0.109823704,0.20728914,482414,1.0781574,0.7661153,1.0651519,0.73369426,0.20984964,-0.2444741,0.24605235,-0.23685241,0.48752,-0.2678726,0.6297785,-0.2152002
0.9220437,0.89933676,-0.017283779,0.0046374574,0.10984775,0.20739417,482415,1.0780648,0.7660226,1.0650656,0.7336079,0.20987809,-0.24444565,0.24608985,-0.23681492,0.48754406,-0.26784855,0.6298835,-0.21509518
0.9220058,0.89930373,-0.017211372,0.0047166417,0.10996686,0.20757425,482416,1.0780269,0.7659847,1.0650326,0.73357487,0.20995049,-0.24437325,0.24616902,-0.23673575,0.48766315,-0.26772946,0.6300636,-0.2149151
0.92192537,0.89922714,-0.017167928,0.0047666584,0.110027835,0.20769882,482417,1.0779464,0.7659043,1.064956,0.7334983,0.20999394,-0.2443298,0.24621904,-0.23668572,0.48772413,-0.2676685,0.63018817,-0.21479052
0.9218992,0.89920366,-0.017104765,0.004834237,0.11014476,0.20788841,482418,1.0779203,0.76587814,1.0649325,0.7334748,0.21005711,-0.24426663,0.24628662,-0.23661815,0.48784107,-0.26755154,0.63037777,-0.21460094
0.92185855,0.89915544,-0.017019521,0.0049173245,0.11027097,0.20805986,482419,1.0778797,0.7658375,1.0648843,0.7334266,0.21014234,-0.2441814,0.2463697,-0.23653506,0.48796728,-0.26742533,0.6305492,-0.21442948
0.9218519,0.89915055,-0.0169731,0.0049760705,0.11038254,0.20825416,482420,1.077873,0.7658308,1.0648794,0.7334217,0.21018878,-0.24413496,0.24642844,-0.23647632,0.48807883,-0.26731378,0.6307435,-0.21423519
0.9215947,0.8989481,-0.017003294,0.0049686763,0.1102513,0.20817712,482421,1.0776157,0.7655736,1.0646769,0.7332192,0.21015857,-0.24416517,0.24642105,-0.23648371,0.4879476,-0.267445,0.6306665,-0.21431223
0.9218452,0.8991352,-0.016825926,0.0051368014,0.11066294,0.2086646,482422,1.0778663,0.76582414,1.064864,0.7334063,0.21033594,-0.2439878,0.24658918,-0.23631558,0.48835924,-0.26703337,0.63115394,-0.21382475
0.92157984,0.8989009,-0.01681319,0.005152926,0.1105576,0.20859608,482423,1.077601,0.7655588,1.0646298,0.73317206,0.21034868,-0.24397506,0.2466053,-0.23629946,0.4882539,-0.26713872,0.6310854,-0.21389326
0.9215923,0.8988946,-0.016745098,0.005228105,0.11073725,0.20883988,482424,1.0776134,0.76557124,1.0646235,0.73316574,0.21041676,-0.24390697,0.24668048,-0.23622428,0.48843354,-0.26695907,0.63132924,-0.21364947
0.92156684,0.8988695,-0.016673617,0.005301538,0.11084904,0.20900881,482425,1.077588,0.7655458,1.0645983,0.73314065,0.21048826,-0.24383548,0.24675392,-0.23615085,0.48854536,-0.26684725,0.63149816,-0.21348053
0.9215921,0.89887744,-0.016603779,0.005372506,0.11105196,0.2092678,482426,1.0776132,0.76557106,1.0646063,0.7331486,0.21055809,-0.24376565,0.24682489,-0.23607987,0.48874825,-0.26664436,0.63175714,-0.21322155
0.92162985,0.8989038,-0.016499227,0.005472642,0.11120549,0.20945816,482427,1.0776509,0.7656088,1.0646327,0.7331749,0.21066265,-0.24366109,0.24692503,-0.23597974,0.4889018,-0.26649082,0.6319475,-0.21303119
0.92150486,0.89878297,-0.016485464,0.0054987287,0.11121784,0.20953311,482428,1.077526,0.7654838,1.0645118,0.7330541,0.2106764,-0.24364734,0.2469511,-0.23595366,0.48891413,-0.26647848,0.63202244,-0.21295623
0.9212238,0.898537,-0.016557459,0.005458777,0.11099,0.20935991,482429,1.0772449,0.76520276,1.0642658,0.7328081,0.21060441,-0.24371932,0.24691115,-0.23599361,0.48868632,-0.2667063,0.6318493,-0.21312943
0.92145085,0.8987156,-0.016392311,0.005594859,0.11138066,0.20977668,482430,1.077472,0.7654298,1.0644444,0.73298675,0.21076956,-0.24355417,0.24704725,-0.23585752,0.48907697,-0.26631564,0.63226604,-0.21271266
0.92125505,0.89854383,-0.01637321,0.0056189946,0.11131214,0.20973079,482431,1.0772761,0.765234,1.0642726,0.73281497,0.21078867,-0.24353507,0.24707137,-0.23583339,0.48900846,-0.26638415,0.63222015,-0.21275856
0.9212943,0.89856476,-0.016306657,0.005686676,0.11148753,0.20994924,482432,1.0773153,0.7652732,1.0642936,0.7328359,0.21085522,-0.24346852,0.24713905,-0.23576571,0.48918384,-0.26620877,0.6324386,-0.2125401
0.92124695,0.8985066,-0.016257668,0.005735974,0.11154348,0.21004955,482433,1.077268,0.7652259,1.0642354,0.7327777,0.2109042,-0.24341954,0.24718836,-0.2357164,0.48923978,-0.26615283,0.6325389,-0.21243979
0.9212802,0.8985431,-0.016183618,0.0058025257,0.111776456,0.21030624,482434,1.0773013,0.76525915,1.0642719,0.73281425,0.21097825,-0.24334548,0.24725491,-0.23564985,0.48947275,-0.26591986,0.6327956,-0.2121831
0.9212119,0.89844394,-0.016108748,0.005872056,0.11184245,0.21039256,482435,1.077233,0.76519084,1.0641727,0.7327151,0.21105312,-0.24327062,0.24732444,-0.23558033,0.48953876,-0.26585385,0.6328819,-0.21209678
0.92124295,0.8984779,-0.016068386,0.0059127263,0.11193152,0.21053036,482436,1.0772641,0.7652219,1.0642067,0.73274904,0.21109349,-0.24323025,0.2473651,-0.23553966,0.48962784,-0.26576477,0.6330197,-0.21195899
0.92076033,0.8980783,-0.016189061,0.005824196,0.11156905,0.21020232,482437,1.0767814,0.7647393,1.0638071,0.73234946,0.21097282,-0.24335092,0.24727657,-0.23562819,0.48926535,-0.26612726,0.6326917,-0.21228702
0.9211848,0.89840674,-0.015966812,0.006008138,0.112144165,0.21080278,482438,1.0772059,0.7651637,1.0641356,0.7326779,0.21119505,-0.24312869,0.24746051,-0.23544425,0.48984048,-0.26555213,0.63329214,-0.21168657
0.9208999,0.89814407,-0.015968762,0.0059989975,0.11195359,0.21060127,482439,1.076921,0.76487887,1.0638729,0.7324152,0.21119311,-0.24313062,0.24745138,-0.23545338,0.4896499,-0.26574272,0.6330906,-0.21188807
0.9211707,0.8983381,-0.015816042,0.0061409334,0.11237102,0.21106985,482440,1.0771918,0.76514965,1.0640669,0.7326092,0.21134582,-0.24297792,0.24759331,-0.23531145,0.49006733,-0.26532528,0.6335592,-0.2114195
0.92107135,0.89828116,-0.015840588,0.0061378526,0.11226076,0.21101302,482441,1.0770924,0.7650503,1.06401,0.7325523,0.21132128,-0.24300246,0.24759023,-0.23531453,0.48995706,-0.26543555,0.63350236,-0.21147633
