yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.916785,0.90285075,0.011354563,0.014385213,0.25348946,0.3104054,480960,1.1329473,0.7006227,1.1242379,0.6814636,0.23713398,-0.21442485,0.23979557,-0.21102515,0.51271665,-0.0057377517,0.60272765,0.018083155
0.9168787,0.90291756,0.0113108065,0.014351554,0.25340575,0.31036508,480961,1.133041,0.7007164,1.1243048,0.6815304,0.23709022,-0.21446861,0.23976192,-0.2110588,0.51263297,-0.0058214664,0.60268736,0.018042833
0.91696954,0.9029825,0.0112818815,0.014333778,0.25337067,0.31036738,480962,1.1331319,0.7008072,1.1243696,0.6815953,0.23706129,-0.21449754,0.23974414,-0.21107657,0.5125979,-0.005856544,0.6026896,0.018045127
0.91710687,0.90310705,0.011273992,0.014335882,0.2530715,0.3101366,480963,1.1332692,0.70094454,1.1244942,0.6817199,0.23705341,-0.21450542,0.23974624,-0.21107447,0.5122987,-0.0061557293,0.60245883,0.017814338
0.9172004,0.9031626,0.011230552,0.014297595,0.25302285,0.31012174,480964,1.1333627,0.7010381,1.1245497,0.68177545,0.23700997,-0.21454886,0.23970795,-0.21111277,0.51225007,-0.0062043667,0.602444,0.017799497
0.91731834,0.9032466,0.0112049915,0.01428003,0.25309137,0.31022862,480965,1.1334807,0.701156,1.1246338,0.68185943,0.2369844,-0.21457443,0.2396904,-0.21113032,0.5123186,-0.006135851,0.60255086,0.017906368
0.91739804,0.90329444,0.011169335,0.014253313,0.25322807,0.31039864,480966,1.1335603,0.7012358,1.1246816,0.6819073,0.23694874,-0.21461008,0.23966368,-0.21115704,0.5124553,-0.005999148,0.60272086,0.01807639
0.91746676,0.9033287,0.011114113,0.014204087,0.25311247,0.31034344,480967,1.1336291,0.70130444,1.1247158,0.68194157,0.23689353,-0.2146653,0.23961444,-0.21120627,0.5123397,-0.006114751,0.60266566,0.018021196
0.9176744,0.90349007,0.011111273,0.014206822,0.25325778,0.31050792,480968,1.1338367,0.7015121,1.1248772,0.6821029,0.23689069,-0.21466814,0.23961718,-0.21120353,0.512485,-0.005969435,0.6028302,0.018185675
0.917845,0.9036414,0.0111095905,0.0142084,0.25323573,0.31050628,480969,1.1340073,0.7016827,1.1250286,0.68225425,0.236889,-0.21466982,0.23961876,-0.21120195,0.512463,-0.0059914887,0.6028285,0.018184036
