yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.84897244,0.9022689,0.049243595,0.050500985,0.17376627,0.2488929,480960,1.0310825,0.66686237,1.1093366,0.6952012,0.19506218,-0.09657498,0.20662488,-0.1056229,0.418789,-0.07125646,0.52499056,-0.027204782
0.8490845,0.9023256,0.04921974,0.050456155,0.1736995,0.24885783,480961,1.0311946,0.6669744,1.1093932,0.6952579,0.19503832,-0.096598834,0.20658004,-0.10566774,0.4187222,-0.07132323,0.5249555,-0.02723986
0.84923565,0.9024229,0.049240097,0.05045554,0.17369808,0.2489188,480962,1.0313457,0.6671256,1.1094906,0.69535524,0.19505867,-0.09657848,0.20657943,-0.10566835,0.4187208,-0.07132465,0.5250165,-0.027178884
0.8493932,0.90254784,0.049236603,0.05043138,0.17374168,0.24901278,480963,1.0315032,0.6672832,1.1096156,0.69548017,0.19505519,-0.09658197,0.20655528,-0.10569251,0.4187644,-0.071281046,0.5251105,-0.027084902
0.8495398,0.9026601,0.04924637,0.050419245,0.17379686,0.24911048,480964,1.0316498,0.6674298,1.1097277,0.6955924,0.19506495,-0.096572205,0.20654313,-0.10570465,0.4188196,-0.07122587,0.5252082,-0.02698721
0.84965366,0.9027248,0.049262512,0.05040125,0.17382626,0.24918424,480965,1.0317637,0.66754365,1.1097925,0.69565713,0.19508108,-0.09655607,0.20652515,-0.105722636,0.418849,-0.07119647,0.5252819,-0.02691345
0.8497881,0.9028221,0.049262203,0.05037791,0.17384386,0.24924695,480966,1.0318981,0.6676781,1.1098897,0.6957544,0.19508079,-0.09655637,0.2065018,-0.105745986,0.41886657,-0.07117887,0.5253446,-0.02685073
0.84997165,0.902955,0.04925028,0.0503375,0.1738916,0.2493534,480967,1.0320817,0.6678616,1.1100227,0.6958873,0.19506885,-0.0965683,0.2064614,-0.10578639,0.41891432,-0.071131125,0.52545106,-0.026744291
0.8500713,0.90300006,0.04926611,0.05031807,0.17393729,0.24943262,480968,1.0321814,0.66796124,1.1100677,0.6959324,0.19508469,-0.09655246,0.20644197,-0.10580582,0.41896003,-0.07108544,0.52553034,-0.026665062
0.8501984,0.9030828,0.049273003,0.050298225,0.17394504,0.2494784,480969,1.0323085,0.6680883,1.1101505,0.6960151,0.19509158,-0.09654558,0.20642212,-0.10582566,0.41896778,-0.07107769,0.5255761,-0.026619285
0.8503398,0.9031817,0.049286675,0.050287224,0.17400372,0.24958298,480970,1.0324498,0.6682297,1.1102493,0.696114,0.19510525,-0.0965319,0.20641112,-0.10583667,0.41902643,-0.07101901,0.52568066,-0.026514709
0.8506255,0.9035109,0.049486764,0.050459653,0.17443919,0.25009307,480971,1.0327356,0.66851544,1.1105785,0.69644326,0.19530535,-0.09633181,0.20658354,-0.10566424,0.4194619,-0.07058354,0.52619076,-0.026004612
0.85067874,0.9034791,0.04940708,0.050353747,0.17425811,0.24994424,480972,1.0327888,0.66856873,1.1105468,0.69641143,0.19522566,-0.0964115,0.20647764,-0.10577014,0.41928083,-0.070764616,0.5260419,-0.026153445
0.8506801,0.90346956,0.04947741,0.050382845,0.17421529,0.24993616,480973,1.0327902,0.66857004,1.1105373,0.6964019,0.19529599,-0.09634116,0.20650673,-0.10574105,0.41923803,-0.07080744,0.5260339,-0.026161522
0.85104764,0.90384156,0.04957303,0.05046829,0.1747444,0.2505161,480974,1.0331577,0.66893756,1.1109092,0.6967739,0.19539161,-0.09624554,0.20659217,-0.1056556,0.41976714,-0.07027833,0.5266138,-0.025581598
0.8511638,0.9039274,0.049608506,0.050463766,0.17473991,0.25054526,480975,1.0332738,0.6690538,1.110995,0.6968597,0.19542709,-0.09621007,0.20658766,-0.105660126,0.41976264,-0.07028282,0.5266429,-0.025552422
