yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
0.96216726,0.92465043,0.006898677,0.010798774,0.29070878,0.34985417,480960,1.225159,0.6991755,1.1803566,0.66894424,0.21881276,-0.20501542,0.22646055,-0.20486301,0.56476927,0.016648322,0.65961325,0.04009509
0.96232796,0.9247707,0.006945168,0.010849788,0.29072738,0.34990543,480961,1.2253197,0.6993362,1.1804769,0.6690645,0.21885926,-0.20496893,0.22651157,-0.20481199,0.56478786,0.016666919,0.6596645,0.04014635
0.96242726,0.9248416,0.006998181,0.010903642,0.29070038,0.349911,480962,1.225419,0.6994355,1.1805478,0.66913533,0.21891227,-0.20491591,0.22656542,-0.20475814,0.5647608,0.016639918,0.6596701,0.040151924
0.9625931,0.92496204,0.007077068,0.01098316,0.29067338,0.34992617,480963,1.2255849,0.6996013,1.1806682,0.66925585,0.21899116,-0.20483702,0.22664493,-0.20467862,0.56473386,0.016612917,0.65968525,0.040167093
0.96273196,0.9250694,0.0071215606,0.011033333,0.29073983,0.35001808,480964,1.2257237,0.6997402,1.1807756,0.66936314,0.21903566,-0.20479253,0.2266951,-0.20462845,0.56480026,0.016679376,0.65977716,0.040259004
0.9628836,0.9251742,0.0071831984,0.011096653,0.29081663,0.35012856,480965,1.2258754,0.6998918,1.1808804,0.6694679,0.21909729,-0.2047309,0.22675844,-0.20456512,0.5648771,0.016756177,0.6598877,0.04036948
0.9630144,0.9252827,0.0072137015,0.011131994,0.29083282,0.3501631,480966,1.2260062,0.7000227,1.1809889,0.6695765,0.21912779,-0.2047004,0.22679377,-0.20452979,0.56489325,0.01677236,0.6599222,0.04040402
0.9632278,0.9254446,0.0072715525,0.011192581,0.29083392,0.35021085,480967,1.2262195,0.7002361,1.1811508,0.6697384,0.21918565,-0.20464253,0.22685435,-0.2044692,0.5648944,0.016773462,0.6599699,0.040451765
0.96333784,0.9255315,0.0073093134,0.011230973,0.29087117,0.35025936,480968,1.2263296,0.7003461,1.1812377,0.6698253,0.21922341,-0.20460477,0.22689275,-0.2044308,0.56493163,0.016810715,0.66001844,0.040500283
0.96347314,0.9256349,0.007341394,0.011274413,0.29084986,0.35027194,480969,1.2264649,0.7004814,1.1813412,0.66992867,0.21925549,-0.20457269,0.22693619,-0.20438737,0.5649103,0.016789407,0.660031,0.04051286
0.9635461,0.92569476,0.007357277,0.011296186,0.29079926,0.3502397,480970,1.2265378,0.7005544,1.181401,0.6699885,0.21927136,-0.20455682,0.22695796,-0.2043656,0.56485975,0.016738802,0.6599988,0.040480614
0.9636882,0.9257913,0.0074161794,0.011355089,0.2907809,0.35025772,480971,1.2266799,0.70069647,1.1814976,0.6700851,0.21933027,-0.20449792,0.22701687,-0.20430669,0.5648414,0.016720444,0.6600168,0.040498644
0.96383405,0.92590874,0.007464038,0.011400318,0.29085785,0.35035202,480972,1.2268258,0.70084226,1.181615,0.6702025,0.21937813,-0.20445006,0.22706209,-0.20426147,0.5649183,0.016797394,0.66011107,0.04059294
0.9639593,0.9260008,0.0075027454,0.011438078,0.29092965,0.3504447,480973,1.226951,0.70096755,1.181707,0.6702945,0.21941684,-0.20441134,0.22709985,-0.2042237,0.5649901,0.016869187,0.6602038,0.040685624
0.9640804,0.9260953,0.007518944,0.011452804,0.29095706,0.3504884,480974,1.2270721,0.70108867,1.1818016,0.67038906,0.21943304,-0.20439515,0.22711459,-0.20420897,0.5650175,0.016896605,0.66024745,0.040729314
0.96425116,0.9262243,0.00756817,0.011494983,0.29100612,0.35055888,480975,1.227243,0.7012594,1.1819305,0.67051804,0.21948226,-0.20434593,0.22715676,-0.2041668,0.5650666,0.01694566,0.66031796,0.040799797
0.9643667,0.92631596,0.0075915204,0.011507604,0.29106995,0.3506323,480976,1.2273585,0.7013749,1.1820222,0.6706097,0.21950561,-0.20432258,0.22716938,-0.20415418,0.5651304,0.017009497,0.6603914,0.04087323
0.96446395,0.9263802,0.00762844,0.0115362145,0.2910071,0.35060182,480977,1.2274557,0.70147216,1.1820865,0.67067397,0.21954253,-0.20428565,0.22719799,-0.20412557,0.5650675,0.016946644,0.66036093,0.04084274
0.96459365,0.9264874,0.0076443222,0.011549888,0.291258,0.3508499,480978,1.2275854,0.70160186,1.1821936,0.67078114,0.21955842,-0.20426977,0.22721167,-0.20411189,0.56531847,0.01719755,0.660609,0.041090816
0.96478343,0.92664075,0.0077004903,0.011598798,0.2916444,0.35122952,480979,1.2277752,0.70179164,1.1823469,0.67093456,0.21961458,-0.2042136,0.22726057,-0.20406298,0.5657048,0.017583936,0.66098857,0.04147044
0.96508914,0.9269031,0.0076913396,0.011576184,0.29256615,0.3520754,480980,1.2280809,0.7020974,1.1826093,0.67119694,0.21960543,-0.20422275,0.22723797,-0.20408559,0.5666266,0.018505692,0.6618345,0.042316318
0.9650971,0.9268933,0.0077481386,0.01163656,0.29230246,0.3518633,480981,1.2280889,0.7021054,1.1825995,0.67118704,0.21966223,-0.20416595,0.22729833,-0.20402522,0.5663629,0.018242002,0.6616224,0.042104214
0.96534675,0.9271107,0.0077344645,0.011597221,0.29321754,0.35269204,480982,1.2283385,0.702355,1.1828169,0.6714045,0.21964855,-0.20417963,0.227259,-0.20406456,0.567278,0.019157082,0.66245115,0.042932957
0.96539414,0.9271368,0.007773067,0.011637506,0.2931533,0.35264376,480983,1.2283859,0.70240235,1.182843,0.6714306,0.21968716,-0.20414102,0.22729929,-0.20402427,0.5672138,0.019092828,0.66240287,0.042884678
0.9658208,0.9275275,0.0077044875,0.011535899,0.29472816,0.35407984,480984,1.2288126,0.702829,1.1832337,0.67182124,0.21961857,-0.20420961,0.22719768,-0.20412588,0.56878865,0.020667702,0.6638389,0.044320762
0.9658946,0.9275793,0.0077320454,0.011569768,0.29448238,0.3538722,480985,1.2288864,0.7029028,1.1832855,0.6718731,0.21964614,-0.20418204,0.22723155,-0.20409201,0.56854284,0.020421922,0.6636313,0.04411313
0.9660004,0.9276706,0.0077594984,0.0115889115,0.29501468,0.35436898,480986,1.2289921,0.70300865,1.1833768,0.6719644,0.21967359,-0.2041546,0.2272507,-0.20407286,0.5690751,0.020954221,0.66412807,0.044609904
0.965944,0.9275997,0.007828814,0.01165402,0.29489994,0.35427982,480987,1.2289357,0.70295227,1.183306,0.6718935,0.21974291,-0.20408528,0.2273158,-0.20400776,0.5689604,0.020839483,0.6640389,0.044520736
0.96604943,0.92771065,0.007801256,0.011618468,0.29583958,0.35511795,480988,1.2290412,0.70305765,1.1834168,0.67200446,0.21971534,-0.20411284,0.22728024,-0.20404331,0.56990004,0.02177912,0.66487706,0.045358866
0.9661406,0.92777336,0.00782629,0.011644343,0.29586002,0.35516343,480989,1.2291324,0.70314884,1.1834795,0.67206717,0.21974038,-0.20408781,0.22730613,-0.20401743,0.5699205,0.021799564,0.6649225,0.045404345
0.9662137,0.9278303,0.007845959,0.011666957,0.29628935,0.35554707,480990,1.2292055,0.7032219,1.1835365,0.672124,0.21976005,-0.20406814,0.22732873,-0.20399483,0.5703498,0.022228897,0.66530615,0.04578799
0.9662887,0.9278877,0.007888348,0.011700721,0.29656878,0.35581842,480991,1.2292805,0.7032969,1.1835939,0.6721815,0.21980244,-0.20402575,0.2273625,-0.20396106,0.57062924,0.022508323,0.66557753,0.04605934
0.9660781,0.92768645,0.00791254,0.011740586,0.29650572,0.35574093,480992,1.2290698,0.7030864,1.1833926,0.67198026,0.21982664,-0.20400155,0.22740236,-0.2039212,0.5705662,0.022445261,0.66550004,0.045981854
0.9661178,0.9277127,0.007953351,0.011788445,0.29649183,0.35575122,480993,1.2291095,0.7031261,1.1834189,0.6720065,0.21986744,-0.20396075,0.22745022,-0.20387334,0.5705523,0.022431374,0.6655103,0.045992136
0.96623826,0.927804,0.007972495,0.011815371,0.2965798,0.35585424,480994,1.22923,0.7032465,1.1835102,0.6720978,0.21988659,-0.2039416,0.22747715,-0.20384641,0.57064027,0.02251935,0.6656133,0.046095163
0.96632874,0.92787385,0.007986274,0.011829466,0.29674459,0.35600275,480995,1.2293205,0.70333695,1.18358,0.67216766,0.21990037,-0.20392781,0.22749124,-0.20383231,0.5708051,0.022684127,0.6657618,0.046243668
0.96648854,0.9280316,0.007916958,0.011759204,0.29724857,0.35642675,480996,1.2294803,0.7034968,1.1837379,0.6723254,0.21983105,-0.20399714,0.22742099,-0.20390257,0.57130903,0.023188114,0.66618586,0.046667665
0.96652687,0.9280395,0.007982487,0.011831359,0.29714355,0.3563733,480997,1.2295187,0.7035351,1.1837457,0.67233324,0.21989658,-0.2039316,0.22749314,-0.20383042,0.571204,0.02308309,0.6661324,0.04661423
0.96670425,0.9282179,0.007900444,0.011750788,0.29786903,0.35699487,480998,1.229696,0.70371246,1.1839241,0.6725117,0.21981454,-0.20401365,0.22741257,-0.20391099,0.57192945,0.023808569,0.66675395,0.047235787
0.966798,0.92828846,0.007936733,0.011787918,0.29805318,0.35718402,480999,1.2297897,0.7038063,1.1839947,0.67258227,0.21985082,-0.20397736,0.2274497,-0.20387386,0.57211363,0.023992717,0.6669431,0.047424942
0.96685404,0.9283586,0.007785058,0.011653705,0.29846427,0.35747272,481000,1.2298458,0.7038623,1.1840649,0.67265236,0.21969914,-0.20412904,0.22731549,-0.20400807,0.5725247,0.02440381,0.6672318,0.047713637
0.96689135,0.9283813,0.007850798,0.011718708,0.29834175,0.35738838,481001,1.2298831,0.7038996,1.1840875,0.67267513,0.21976489,-0.2040633,0.22738048,-0.20394307,0.57240224,0.024281293,0.66714746,0.047629297
0.9669096,0.92839456,0.007835231,0.011702931,0.298605,0.35761577,481002,1.2299013,0.70391786,1.1841007,0.67268836,0.21974932,-0.20407887,0.2273647,-0.20395885,0.57266545,0.024544537,0.66737485,0.04785669
0.9668423,0.928322,0.007926004,0.011788339,0.29855704,0.35758987,481003,1.2298341,0.7038505,1.1840283,0.67261577,0.2198401,-0.20398809,0.22745012,-0.20387344,0.57261753,0.024496585,0.667349,0.04783079
0.9668334,0.9283368,0.007840385,0.011707558,0.29907653,0.358011,481004,1.2298251,0.7038417,1.184043,0.67263055,0.21975447,-0.20407371,0.22736934,-0.20395422,0.573137,0.02501607,0.6677701,0.048251927
