yl_t+60(mean),yl_t+1440(mean),yw_t+5(mean),yw_t+30(mean),ys_t+5(mean),ys_t+30(mean),ID,yl_t+60(U),yl_t+60(L),yl_t+1440(U),yl_t+1440(L),yw_t+5(U),yw_t+5(L),yw_t+30(U),yw_t+30(L),ys_t+5(U),ys_t+5(L),ys_t+30(U),ys_t+30(L)
1.0281029,1.0500753,0.121843204,0.118955694,0.12352331,0.19673339,480960,1.2196138,0.836592,1.245716,0.8544346,0.2738457,-0.030159295,0.2741344,-0.036223017,0.4249847,-0.17793806,0.53248227,-0.13901553
1.0278615,1.049878,0.12174285,0.118854,0.12292612,0.19608593,480961,1.2193724,0.8363506,1.2455187,0.8542373,0.27374536,-0.030259646,0.2740327,-0.03632471,0.42438748,-0.17853525,0.53183484,-0.13966298
1.0277187,1.0497239,0.12170696,0.11880208,0.12255011,0.19566992,480962,1.2192296,0.8362078,1.2453645,0.8540832,0.27370948,-0.030295536,0.2739808,-0.036376633,0.42401147,-0.17891127,0.5314188,-0.14007899
1.0274622,1.0495019,0.12161165,0.11869689,0.12193117,0.19499941,480963,1.2189732,0.8359514,1.2451426,0.8538612,0.27361414,-0.030390851,0.2738756,-0.03648182,0.42339253,-0.1795302,0.5307483,-0.1407495
1.0273085,1.0493702,0.12154091,0.11862194,0.12163034,0.19467159,480964,1.2188194,0.8357976,1.2450109,0.8537295,0.27354342,-0.030461587,0.27380064,-0.036556773,0.4230917,-0.17983103,0.5304205,-0.14107732
1.0270951,1.0491703,0.12143161,0.11850308,0.12110866,0.19410762,480965,1.218606,0.8355842,1.2448109,0.8535296,0.2734341,-0.030570887,0.2736818,-0.036675632,0.42257002,-0.18035272,0.52985656,-0.14164129
1.0269407,1.0490273,0.12137362,0.118440256,0.12076641,0.19371597,480966,1.2184516,0.83542985,1.244668,0.85338664,0.2733761,-0.030628875,0.27361897,-0.036738455,0.42222777,-0.18069497,0.5294649,-0.14203294
1.0267915,1.0489278,0.12139974,0.11843162,0.120332584,0.19321823,480967,1.2183024,0.8352806,1.2445685,0.8532871,0.27340224,-0.03060276,0.27361032,-0.03674709,0.42179394,-0.18112879,0.52896714,-0.14253068
1.0266458,1.0488025,0.121373415,0.11838617,0.11997428,0.19281861,480968,1.2181567,0.8351349,1.2444432,0.8531618,0.27337593,-0.030629084,0.27356488,-0.03679254,0.42143565,-0.18148708,0.52856755,-0.1429303
1.0265887,1.0487262,0.12129435,0.11830669,0.119633555,0.19246083,480969,1.2180996,0.8350778,1.2443669,0.8530855,0.27329683,-0.03070815,0.2734854,-0.03687202,0.42109492,-0.18182781,0.52820975,-0.14328808
